@timestamp,사고지역관리번호,사고년도,사고유형구분,시도시군구명,사고지역위치명,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,location.lat,location.lon
,2013060,2012,스쿨존어린이,서울특별시 종로구1,서울특별시 종로구 혜화동(혜화초교 부근),2,2,0,1,1,0,37.58841291,126.9996071
,2013060,2012,스쿨존어린이,서울특별시 성북구1,서울특별시 성북구 종암동(숭례초교 부근),2,2,0,0,1,1,37.59550472,127.0357332
,2013060,2012,스쿨존어린이,서울특별시 성북구2,서울특별시 성북구 동소문동7가(정덕초교 부근),2,2,0,2,0,0,37.59757144,127.0145636
,2013060,2012,스쿨존어린이,서울특별시 성북구3,서울특별시 성북구 석관동(석관초교 부근),3,3,0,2,1,0,37.61042892,127.0595956
,2013060,2012,스쿨존어린이,서울특별시 도봉구1,서울특별시 도봉구 쌍문동(쌍문초교 부근),2,2,0,0,2,0,37.64812892,127.0244298
,2013060,2012,스쿨존어린이,서울특별시 노원구1,서울특별시 노원구 상계동(동일초교 부근),2,2,1,1,0,0,37.66443684,127.056828
,2013060,2012,스쿨존어린이,서울특별시 구로구1,서울특별시 구로구 개봉동(개봉초교 부근),2,3,0,1,0,2,37.48993952,126.8569301
,2013060,2012,스쿨존어린이,서울특별시 구로구2,서울특별시 구로구 개봉동(매봉초교 부근),2,2,0,1,1,0,37.50392059,126.8458306
,2013060,2012,스쿨존어린이,서울특별시 송파구1,서울특별시 송파구 방이동(방산초교 부근),2,2,0,0,2,0,37.50979654,127.122101
,2013097,2012,보행어린이,서울특별시 용산구1,서울특별시 용산구 한남동(순천향병원 부근),3,3,0,0,2,1,37.5332951,127.0055862
,2013097,2012,보행어린이,서울특별시 성동구1,서울특별시 성동구 행당동(무학여고앞 부근),4,5,0,0,5,0,37.55863534,127.0327244
,2013097,2012,보행어린이,서울특별시 광진구1,서울특별시 광진구 구의동(슬기유치원앞 부근),3,3,0,2,1,0,37.55223187,127.0930947
,2013097,2012,보행어린이,서울특별시 광진구2,서울특별시 광진구 광장동(광장사거리 부근),5,5,0,1,3,1,37.54433089,127.1036476
,2013097,2012,보행어린이,서울특별시 중랑구1,서울특별시 중랑구 중화동(태능시장 부근),3,3,0,0,2,1,37.59809991,127.0769334
,2013097,2012,보행어린이,서울특별시 중랑구2,서울특별시 중랑구 중화동(성은교회앞 부근),3,3,0,1,2,0,37.60301599,127.0772234
,2013097,2012,보행어린이,서울특별시 중랑구3,서울특별시 중랑구 묵동(브라운스톤태릉아파트(102동) 부근),3,3,0,1,2,0,37.6180591,127.0829619
,2013097,2012,보행어린이,서울특별시 성북구1,서울특별시 성북구 종암동(종암동 근린생활시설 부근),4,5,0,2,3,0,37.5991471,127.0339153
,2013097,2012,보행어린이,서울특별시 성북구2,서울특별시 성북구 석관동(석관초등학교 부근),4,4,0,3,1,0,37.61151842,127.0601408
,2013097,2012,보행어린이,서울특별시 도봉구1,서울특별시 도봉구 쌍문동(쌍문3파출소 부근),4,4,0,0,4,0,37.64838966,127.0252199
,2013097,2012,보행어린이,서울특별시 노원구1,서울특별시 노원구 공릉동(공릉역 부근),3,4,0,1,3,0,37.6267563,127.0751945
,2013097,2012,보행어린이,서울특별시 은평구1,서울특별시 은평구 녹번동(서운빌딩 부근),3,3,0,1,1,1,37.60272758,126.9270893
,2013097,2012,보행어린이,서울특별시 마포구1,서울특별시 마포구 용강동(신석초등교앞_대흥로_진입 부근),3,3,0,1,1,1,37.54453203,126.9375911
,2013097,2012,보행어린이,서울특별시 마포구2,서울특별시 마포구 망원동(동교초교 부근),4,4,0,2,2,0,37.55749038,126.9030265
,2013097,2012,보행어린이,서울특별시 양천구1,서울특별시 양천구 목동(국민건강보험공단양천지사 부근),3,3,0,0,3,0,37.53582399,126.8774899
,2013097,2012,보행어린이,서울특별시 양천구2,서울특별시 양천구 목동(강서고등학교 부근),4,4,0,0,3,1,37.53646723,126.8687405
,2013097,2012,보행어린이,서울특별시 양천구3,서울특별시 양천구 신월동(신길제1동하나은행 부근),4,4,0,1,3,0,37.53051928,126.8373105
,2013097,2012,보행어린이,서울특별시 강서구1,서울특별시 강서구 화곡동(신정초교앞사거리 부근),5,5,0,1,4,0,37.53161252,126.8546391
,2013097,2012,보행어린이,서울특별시 구로구1,서울특별시 구로구 오류동(오류1동새마을금고도서관 부근),3,4,0,1,2,1,37.49729456,126.8423858
,2013097,2012,보행어린이,서울특별시 구로구2,서울특별시 구로구 오류동(오남중학교 부근),3,3,0,3,0,0,37.48796841,126.8378258
,2013097,2012,보행어린이,서울특별시 구로구3,서울특별시 구로구 개봉동(개봉고가차도(남측) 부근),4,4,0,2,2,0,37.49119353,126.8559377
,2013097,2012,보행어린이,서울특별시 금천구1,서울특별시 금천구 독산동(시흥4동사거리 부근),4,4,0,0,4,0,37.46401808,126.9048954
,2013097,2012,보행어린이,서울특별시 금천구2,서울특별시 금천구 시흥동(은행나무오거리 부근),4,6,0,1,5,0,37.45112497,126.908656
,2013097,2012,보행어린이,서울특별시 영등포구1,서울특별시 영등포구 신길동(대영고등학교 부근),3,3,0,0,2,1,37.50381834,126.9055294
,2013097,2012,보행어린이,서울특별시 동작구1,서울특별시 동작구 상도동(상도동다빈모1프라자 부근),3,3,0,1,2,0,37.49894481,126.9351841
,2013097,2012,보행어린이,서울특별시 관악구1,서울특별시 관악구 신림동(신성교(남단) 부근),3,3,0,0,3,0,37.47004126,126.9371166
,2013097,2012,보행어린이,서울특별시 관악구2,서울특별시 관악구 봉천동(대주빌딩 부근),3,3,0,2,1,0,37.47985565,126.9588876
,2013097,2012,보행어린이,서울특별시 송파구1,서울특별시 송파구 송파동(청원빌딩 부근),3,3,0,0,2,1,37.50946704,127.110134
,2013097,2012,보행어린이,서울특별시 송파구2,서울특별시 송파구 송파동(송파여성문화회관 부근),3,3,0,0,3,0,37.50470486,127.110024
,2013097,2012,보행어린이,서울특별시 송파구3,서울특별시 송파구 마천동(거여삼거리 부근),3,3,0,2,1,0,37.49420693,127.1523954
,2013097,2012,보행어린이,서울특별시 송파구4,서울특별시 송파구 문정동(에코타워 부근),4,4,0,1,2,1,37.48841642,127.1283839
,2013097,2012,보행어린이,서울특별시 송파구5,서울특별시 송파구 가락동(가락대림사거리 부근),4,6,0,2,4,0,37.49846475,127.1198424
,2013097,2012,보행어린이,서울특별시 강동구1,서울특별시 강동구 명일동(삼환아파트 부근),3,3,0,1,2,0,37.54856954,127.1526232
,2013098,2012,보행노인,서울특별시 종로구1,서울특별시 종로구 교북동(독립문_의주로_진출_1 부근),3,3,0,3,0,0,37.57193743,126.96063
,2013098,2012,보행노인,서울특별시 종로구2,서울특별시 종로구 충신동(이화사거리 부근),5,5,0,5,0,0,37.57610432,127.0044025
,2013098,2012,보행노인,서울특별시 종로구3,서울특별시 종로구 장사동(종묘공원 부근),6,6,0,4,1,1,37.57070618,126.9936467
,2013098,2012,보행노인,서울특별시 종로구4,서울특별시 종로구 창신동(동묘앞역_다산로_진입 부근),6,6,1,5,0,0,37.57235887,127.0168556
,2013098,2012,보행노인,서울특별시 중구1,서울특별시 중구 인현동1가(대림상가앞 부근),3,3,0,1,2,0,37.56637998,126.9953415
,2013098,2012,보행노인,서울특별시 중구2,서울특별시 중구 의주로1가(청암빌딩 부근),4,4,0,3,1,0,37.55812583,126.9714998
,2013098,2012,보행노인,서울특별시 중구3,서울특별시 중구 신당동(약수역_다산로_진출_1 부근),8,8,1,3,3,1,37.55407588,127.0105388
,2013098,2012,보행노인,서울특별시 용산구1,서울특별시 용산구 한강로2가(철도건설본부 부근),3,3,0,2,0,1,37.52917496,126.9668147
,2013098,2012,보행노인,서울특별시 용산구2,서울특별시 용산구 한남동(순천향병원 부근),3,3,0,2,1,0,37.5334617,127.0044759
,2013098,2012,보행노인,서울특별시 용산구3,서울특별시 용산구 이태원동(그랜드하얏트서울호텔 부근),3,3,0,3,0,0,37.54118464,126.9961857
,2013098,2012,보행노인,서울특별시 성동구1,서울특별시 성동구 행당동(무학여고앞 부근),3,3,0,2,1,0,37.55834907,127.0326072
,2013098,2012,보행노인,서울특별시 성동구2,서울특별시 성동구 도선동(왕십리역_왕십리길_진입_1 부근),4,4,0,4,0,0,37.56157085,127.0351328
,2013098,2012,보행노인,서울특별시 광진구1,서울특별시 광진구 구의동(자양사거리_구의로_진출_1 부근),4,4,1,3,0,0,37.53750213,127.085717
,2013098,2012,보행노인,서울특별시 광진구2,서울특별시 광진구 구의동(구의사거리 부근),5,5,0,4,1,0,37.54550866,127.0872497
,2013098,2012,보행노인,서울특별시 동대문구1,서울특별시 동대문구 답십리동(답십리사거리 부근),4,5,0,1,4,0,37.5718314,127.0574041
,2013098,2012,보행노인,서울특별시 동대문구2,서울특별시 동대문구 제기동(식당재료유통할인 부근),4,4,0,3,1,0,37.5827785,127.0399796
,2013098,2012,보행노인,서울특별시 동대문구3,서울특별시 동대문구 회기동(회기역앞_회기로_진출_1 부근),4,5,0,3,2,0,37.58994844,127.054378
,2013098,2012,보행노인,서울특별시 동대문구4,서울특별시 동대문구 신설동(신설동역_난정로_진입_1 부근),4,4,0,4,0,0,37.57507394,127.0229655
,2013098,2012,보행노인,서울특별시 동대문구5,서울특별시 동대문구 제기동(홍파초교후문 부근),4,5,0,4,1,0,37.58632729,127.0404515
,2013098,2012,보행노인,서울특별시 동대문구6,서울특별시 동대문구 휘경동(위생병원앞 부근),4,5,1,3,1,0,37.59017101,127.0623521
,2013098,2012,보행노인,서울특별시 동대문구7,서울특별시 동대문구 용두동(용두 치안센터 부근),6,6,1,4,1,0,37.57808582,127.0337267
,2013098,2012,보행노인,서울특별시 동대문구8,서울특별시 동대문구 청량리동(청량리역_일반국도6호선_진입_1 부근),16,16,0,10,5,1,37.57989479,127.0441026
,2013098,2012,보행노인,서울특별시 중랑구1,서울특별시 중랑구 면목동(면목역 부근),3,3,0,2,1,0,37.58902446,127.0874281
,2013098,2012,보행노인,서울특별시 중랑구2,서울특별시 중랑구 상봉동(한일써너스빌리젠시2 부근),3,3,1,1,1,0,37.59846342,127.0939661
,2013098,2012,보행노인,서울특별시 중랑구3,서울특별시 중랑구 신내동(중랑구청사거리 부근),4,4,0,2,2,0,37.60681972,127.0947748
,2013098,2012,보행노인,서울특별시 중랑구4,서울특별시 중랑구 면목동(동원사거리 부근),4,4,1,2,1,0,37.58947984,127.0928965
,2013098,2012,보행노인,서울특별시 중랑구5,서울특별시 중랑구 중화동(대원메디컬빌딩 부근),5,5,0,2,2,1,37.6015389,127.0781444
,2013098,2012,보행노인,서울특별시 중랑구6,서울특별시 중랑구 상봉동(우리은행중랑교지점 부근),5,6,1,3,2,0,37.59381421,127.0757533
,2013098,2012,보행노인,서울특별시 중랑구7,서울특별시 중랑구 망우동(원동빌딩 부근),6,6,0,4,2,0,37.5994224,127.098716
,2013098,2012,보행노인,서울특별시 성북구1,서울특별시 성북구 동소문동7가(흥천사입구 부근),3,3,0,1,2,0,37.59599144,127.015401
,2013098,2012,보행노인,서울특별시 성북구2,서울특별시 성북구 석관동(석관동제일은행 부근),3,3,0,3,0,0,37.60633553,127.061388
,2013098,2012,보행노인,서울특별시 성북구3,서울특별시 성북구 정릉동(국민은행정릉 부근),3,3,0,3,0,0,37.6087987,127.0099448
,2013098,2012,보행노인,서울특별시 성북구4,서울특별시 성북구 안암동3가(제삼주유소 부근),3,3,2,1,0,0,37.5804992,127.0227193
,2013098,2012,보행노인,서울특별시 성북구5,서울특별시 성북구 동소문동1가(실과바늘 부근),4,4,0,3,0,1,37.59328284,127.0175849
,2013098,2012,보행노인,서울특별시 성북구6,서울특별시 성북구 정릉동(정릉2동 주민센터 부근),4,4,0,3,1,0,37.60530242,127.0113638
,2013098,2012,보행노인,서울특별시 성북구7,서울특별시 성북구 하월곡동(생명의전화(종합복지관) 부근),7,7,0,6,0,1,37.6040376,127.0379558
,2013098,2012,보행노인,서울특별시 성북구8,서울특별시 성북구 종암동(종암2치안센터 부근),7,7,1,3,3,0,37.60089177,127.0333943
,2013098,2012,보행노인,서울특별시 강북구1,서울특별시 강북구 수유동(수유역 부근),3,3,0,2,1,0,37.6379293,127.0249293
,2013098,2012,보행노인,서울특별시 강북구2,서울특별시 강북구 수유동((주)월드패션투어 부근),4,4,0,2,2,0,37.64618949,127.0151168
,2013098,2012,보행노인,서울특별시 강북구3,서울특별시 강북구 미아동(방천시장입구 부근),7,7,0,5,2,0,37.61222277,127.0347051
,2013098,2012,보행노인,서울특별시 도봉구1,서울특별시 도봉구 방학동(LG대경주유소 부근),3,3,0,1,2,0,37.66530523,127.042843
,2013098,2012,보행노인,서울특별시 도봉구2,서울특별시 도봉구 창동(창동역서측 부근),3,3,0,2,1,0,37.65377138,127.0461128
,2013098,2012,보행노인,서울특별시 도봉구3,서울특별시 도봉구 쌍문동(숭미초교 부근),3,3,0,2,1,0,37.65039312,127.0278802
,2013098,2012,보행노인,서울특별시 도봉구4,서울특별시 도봉구 도봉동(온누리도봉약국 부근),3,3,0,3,0,0,37.67679876,127.0448719
,2013098,2012,보행노인,서울특별시 도봉구5,서울특별시 도봉구 창동(창원초교 부근),3,3,0,3,0,0,37.65230415,127.0413923
,2013098,2012,보행노인,서울특별시 도봉구6,서울특별시 도봉구 방학동(아람미술놀이방 부근),4,4,0,3,1,0,37.6689518,127.0332732
,2013098,2012,보행노인,서울특별시 도봉구7,서울특별시 도봉구 방학동(동부센트리빌아파트 부근),6,6,1,4,1,0,37.66286357,127.0400351
,2013098,2012,보행노인,서울특별시 노원구1,서울특별시 노원구 하계동(한성여객(주) 부근),3,3,0,0,3,0,37.63790898,127.0714619
,2013098,2012,보행노인,서울특별시 노원구2,서울특별시 노원구 월계동(월계4동사무소앞 부근),3,3,0,2,1,0,37.63170214,127.0611846
,2013098,2012,보행노인,서울특별시 노원구3,서울특별시 노원구 공릉동(공릉역 부근),3,3,0,2,1,0,37.62513844,127.0731473
,2013098,2012,보행노인,서울특별시 노원구4,서울특별시 노원구 상계동(상계초교입구 부근),4,4,0,1,3,0,37.6571255,127.0666087
,2013098,2012,보행노인,서울특별시 노원구5,서울특별시 노원구 상계동(상계벽산아파트101동 부근),4,4,0,3,1,0,37.65941766,127.0717682
,2013098,2012,보행노인,서울특별시 노원구6,서울특별시 노원구 월계동(월계초교앞 부근),4,4,0,4,0,0,37.62550656,127.0513406
,2013098,2012,보행노인,서울특별시 은평구1,서울특별시 은평구 수색동(수색차량사무소입구 부근),2,2,2,0,0,0,37.5889542,126.884939
,2013098,2012,보행노인,서울특별시 은평구2,서울특별시 은평구 갈현동(길마독사거리 부근),3,3,0,3,0,0,37.61526123,126.9178687
,2013098,2012,보행노인,서울특별시 은평구3,서울특별시 은평구 불광동(불광동라비앙프라자 부근),3,3,1,0,2,0,37.61257381,126.9320467
,2013098,2012,보행노인,서울특별시 은평구4,서울특별시 은평구 증산동(청솔식당 부근),3,3,1,2,0,0,37.57901618,126.9008894
,2013098,2012,보행노인,서울특별시 은평구5,서울특별시 은평구 녹번동(선학수련원 부근),4,4,0,0,3,1,37.60163346,126.9285366
,2013098,2012,보행노인,서울특별시 은평구6,서울특별시 은평구 신사동(신사사거리 부근),4,5,0,1,3,1,37.5961848,126.9088059
,2013098,2012,보행노인,서울특별시 은평구7,서울특별시 은평구 대조동(역촌사거리 부근),4,4,0,2,2,0,37.6084625,126.9198475
,2013098,2012,보행노인,서울특별시 은평구8,서울특별시 은평구 불광동(지현한방병원 부근),4,5,0,2,2,1,37.62542943,126.92014
,2013098,2012,보행노인,서울특별시 은평구9,서울특별시 은평구 불광동(연천초교길-연서로진입로 부근),4,4,0,3,1,0,37.62146747,126.92609
,2013098,2012,보행노인,서울특별시 은평구10,서울특별시 은평구 대조동(대조.불광시장 부근),5,8,0,5,3,0,37.6086826,126.9266134
,2013098,2012,보행노인,서울특별시 은평구11,서울특별시 은평구 불광동(불광전화국앞 부근),5,7,1,4,1,1,37.61259233,126.9282919
,2013098,2012,보행노인,서울특별시 은평구12,서울특별시 은평구 대조동(신한은행연신내지점 부근),7,9,1,2,6,0,37.61928565,126.9212464
,2013098,2012,보행노인,서울특별시 서대문구1,서울특별시 서대문구 홍제동(충만한교회 부근),3,3,0,2,1,0,37.5935531,126.947674
,2013098,2012,보행노인,서울특별시 서대문구2,서울특별시 서대문구 남가좌동(중암교사거리 부근),3,3,0,2,1,0,37.57282051,126.9220593
,2013098,2012,보행노인,서울특별시 서대문구3,서울특별시 서대문구 홍은동(홍은사거리_의주로_진출 부근),5,5,0,4,1,0,37.59124218,126.941809
,2013098,2012,보행노인,서울특별시 서대문구4,서울특별시 서대문구 창천동(신촌로터리_일반국도6호선_진출_ 부근),5,5,0,5,0,0,37.55545917,126.9357684
,2013098,2012,보행노인,서울특별시 마포구1,서울특별시 마포구 아현동(굴레방다리_일반국도6호선_진출 부근),3,3,2,1,0,0,37.55768936,126.9557461
,2013098,2012,보행노인,서울특별시 마포구2,서울특별시 마포구 신수동(우마카서비스 부근),4,4,0,4,0,0,37.55031855,126.9324304
,2013098,2012,보행노인,서울특별시 양천구1,서울특별시 양천구 신월동(대흥빌딩 부근),3,3,0,1,2,0,37.52065366,126.8348649
,2013098,2012,보행노인,서울특별시 양천구2,서울특별시 양천구 신정동(신정3평화은행 부근),3,4,1,2,1,0,37.51735244,126.8535534
,2013098,2012,보행노인,서울특별시 강서구1,서울특별시 강서구 화곡동(홍익병원앞_등촌로_진입_1 부근),3,3,0,1,2,0,37.53066506,126.8638752
,2013098,2012,보행노인,서울특별시 강서구2,서울특별시 강서구 화곡동(강서구청입구 부근),3,3,0,2,1,0,37.55611254,126.8524095
,2013098,2012,보행노인,서울특별시 강서구3,서울특별시 강서구 화곡동(화곡사거리 부근),4,4,0,2,2,0,37.53071507,126.8472849
,2013098,2012,보행노인,서울특별시 강서구4,서울특별시 강서구 염창동(태진빌딩 부근),4,4,0,2,2,0,37.54696806,126.8760467
,2013098,2012,보행노인,서울특별시 강서구5,서울특별시 강서구 내발산동(우장산역 부근),5,6,0,3,3,0,37.54813679,126.8347136
,2013098,2012,보행노인,서울특별시 강서구6,서울특별시 강서구 화곡동(청구빌라트 부근),6,6,2,3,1,0,37.54547831,126.8458046
,2013098,2012,보행노인,서울특별시 구로구1,서울특별시 구로구 구로동(한국인력관리공단 부근),3,3,0,2,1,0,37.48593292,126.8924356
,2013098,2012,보행노인,서울특별시 구로구2,서울특별시 구로구 고척동(고척동청구아파트 부근),3,3,0,3,0,0,37.50055331,126.8633071
,2013098,2012,보행노인,서울특별시 구로구3,서울특별시 구로구 오류동(새마을금고오류2동지점 부근),4,4,0,4,0,0,37.4908278,126.840161
,2013098,2012,보행노인,서울특별시 구로구4,서울특별시 구로구 오류동(시티월드앞 부근),4,4,0,4,0,0,37.49535215,126.8398274
,2013098,2012,보행노인,서울특별시 구로구5,서울특별시 구로구 구로동(두산아파트 부근),4,6,0,5,1,0,37.48933477,126.888865
,2013098,2012,보행노인,서울특별시 구로구6,서울특별시 구로구 개봉동(개봉역 부근),7,7,0,5,2,0,37.4935325,126.8575719
,2013098,2012,보행노인,서울특별시 금천구1,서울특별시 금천구 시흥동(관악농협협동조합 부근),3,5,0,0,5,0,37.45052574,126.9098618
,2013098,2012,보행노인,서울특별시 금천구2,서울특별시 금천구 시흥동(장혁빌딩 부근),3,3,1,1,1,0,37.4572024,126.9054085
,2013098,2012,보행노인,서울특별시 금천구3,서울특별시 금천구 시흥동(시흥사거리 부근),3,3,1,2,0,0,37.45472001,126.900242
,2013098,2012,보행노인,서울특별시 금천구4,서울특별시 금천구 시흥동(시흥4동사거리 부근),4,4,0,3,1,0,37.46338335,126.9040397
,2013098,2012,보행노인,서울특별시 금천구5,서울특별시 금천구 독산동(독산1동새마을금고 부근),7,7,1,2,4,0,37.4721759,126.8976316
,2013098,2012,보행노인,서울특별시 영등포구1,서울특별시 영등포구 영등포동1가(영등포로터리 부근),3,3,0,1,1,1,37.51832954,126.9124243
,2013098,2012,보행노인,서울특별시 영등포구2,서울특별시 영등포구 영등포동(영등포역 부근),3,3,0,1,2,0,37.51621626,126.9061805
,2013098,2012,보행노인,서울특별시 영등포구3,서울특별시 영등포구 신길동(대방역_노량진로_진출 부근),3,4,0,2,2,0,37.51295409,126.924783
,2013098,2012,보행노인,서울특별시 영등포구4,서울특별시 영등포구 당산동1가(영등포유통상가 부근),3,3,1,0,2,0,37.52116272,126.8972386
,2013098,2012,보행노인,서울특별시 영등포구5,서울특별시 영등포구 신길동(신길광장공원앞_도림로_진출 부근),3,4,1,1,2,0,37.49852998,126.9048051
,2013098,2012,보행노인,서울특별시 영등포구6,서울특별시 영등포구 문래동5가(신정동현대아파트 부근),3,3,1,2,0,0,37.51763543,126.8765461
,2013098,2012,보행노인,서울특별시 영등포구7,서울특별시 영등포구 신길동(보라매역 부근),3,3,2,1,0,0,37.49930113,126.9201564
,2013098,2012,보행노인,서울특별시 영등포구8,서울특별시 영등포구 영등포동4가(영등포시장앞 부근),3,3,3,0,0,0,37.52006921,126.9043848
,2013098,2012,보행노인,서울특별시 영등포구9,서울특별시 영등포구 당산동6가(당산역_당산로_진입_1 부근),4,4,1,1,1,1,37.5344114,126.9023754
,2013098,2012,보행노인,서울특별시 영등포구10,서울특별시 영등포구 대림동(대림역 부근),5,5,0,4,1,0,37.49296063,126.8973184
,2013098,2012,보행노인,서울특별시 동작구1,서울특별시 동작구 사당동(남성역 부근),3,3,1,1,1,0,37.48509275,126.9705886
,2013098,2012,보행노인,서울특별시 동작구2,서울특별시 동작구 상도동(동광교회 부근),4,4,1,2,1,0,37.50195119,126.9344264
,2013098,2012,보행노인,서울특별시 동작구3,서울특별시 동작구 흑석동(명수대상가 부근),5,5,0,2,2,1,37.50728158,126.9622516
,2013098,2012,보행노인,서울특별시 동작구4,서울특별시 동작구 상도동(신대방삼거리역 부근),5,5,0,3,2,0,37.49940192,126.9284935
,2013098,2012,보행노인,서울특별시 동작구5,서울특별시 동작구 상도동(상도지구대 부근),6,6,0,6,0,0,37.50376308,126.9396953
,2013098,2012,보행노인,서울특별시 관악구1,서울특별시 관악구 남현동(연송빌딩 부근),3,3,0,2,0,1,37.47591231,126.9807405
,2013098,2012,보행노인,서울특별시 관악구2,서울특별시 관악구 신림동(구로디지털단지역 부근),3,3,0,2,1,0,37.48429619,126.9029226
,2013098,2012,보행노인,서울특별시 관악구3,서울특별시 관악구 봉천동(까치고개_남부순환로_진입 부근),3,4,0,2,2,0,37.4759034,126.9661834
,2013098,2012,보행노인,서울특별시 관악구4,서울특별시 관악구 신림동(신대방역 부근),3,3,1,1,1,0,37.48694141,126.9127308
,2013098,2012,보행노인,서울특별시 관악구5,서울특별시 관악구 신림동(성지빌딩 부근),4,4,0,2,2,0,37.47972321,126.9305805
,2013098,2012,보행노인,서울특별시 관악구6,서울특별시 관악구 신림동(성민사회복지관 부근),4,4,1,1,2,0,37.46769179,126.93128
,2013098,2012,보행노인,서울특별시 관악구7,서울특별시 관악구 봉천동(원당초교입구 부근),5,5,0,2,1,2,37.47906121,126.9555936
,2013098,2012,보행노인,서울특별시 관악구8,서울특별시 관악구 신림동(뿌리약국 부근),5,5,0,4,1,0,37.4739847,126.9187767
,2013098,2012,보행노인,서울특별시 관악구9,서울특별시 관악구 신림동(미림여고입구 부근),5,5,0,4,1,0,37.47113712,126.9335076
,2013098,2012,보행노인,서울특별시 서초구1,서울특별시 서초구 방배동(삼산빌딩 부근),4,4,1,2,1,0,37.48015215,126.9816975
,2013098,2012,보행노인,서울특별시 서초구2,서울특별시 서초구 서초동(도일빌딩 부근),5,5,0,4,0,1,37.49416517,127.0140843
,2013098,2012,보행노인,서울특별시 강남구1,서울특별시 강남구 논현동(강남을지병원사거리_도산대로_진 부근),3,3,0,1,1,1,37.51959773,127.0290718
,2013098,2012,보행노인,서울특별시 강남구2,서울특별시 강남구 대치동(은마상가 부근),3,3,0,2,1,0,37.49617418,127.0625049
,2013098,2012,보행노인,서울특별시 강남구3,서울특별시 강남구 개포동(구룡마을입구 부근),5,6,0,5,1,0,37.47957034,127.064454
,2013098,2012,보행노인,서울특별시 송파구1,서울특별시 송파구 석촌동(석촌역_백제고분로_진출_2 부근),3,3,0,1,2,0,37.50469298,127.1058093
,2013098,2012,보행노인,서울특별시 송파구2,서울특별시 송파구 가락동(문정동우체국 부근),4,4,0,1,2,1,37.4903516,127.1117872
,2013098,2012,보행노인,서울특별시 송파구3,서울특별시 송파구 마천동(거여삼거리 부근),4,4,0,2,2,0,37.49340424,127.1531811
,2013098,2012,보행노인,서울특별시 송파구4,서울특별시 송파구 가락동(GS마트입구 부근),5,5,0,4,1,0,37.49229814,127.1173275
,2013098,2012,보행노인,서울특별시 송파구5,서울특별시 송파구 삼전동(송파구민회관 부근),5,5,0,4,1,0,37.50414763,127.0908689
,2013098,2012,보행노인,서울특별시 송파구6,서울특별시 송파구 가락동(가락시장입구 부근),6,6,1,4,1,0,37.4942021,127.1097191
,2013098,2012,보행노인,서울특별시 송파구7,서울특별시 송파구 거여동(거여역(거여사거리) 부근),10,10,0,6,4,0,37.49305467,127.1454145
,2013098,2012,보행노인,서울특별시 강동구1,서울특별시 강동구 성내동(성내초등교 부근),3,3,0,2,1,0,37.53059866,127.1212932
,2013098,2012,보행노인,서울특별시 강동구2,서울특별시 강동구 천호동(강동구민회관 부근),3,3,0,3,0,0,37.54616653,127.1418875
,2013098,2012,보행노인,서울특별시 강동구3,서울특별시 강동구 천호동(천호초교입구 부근),4,4,0,1,2,1,37.5478135,127.132587
,2013098,2012,보행노인,서울특별시 강동구4,서울특별시 강동구 길동(길동시장 부근),4,4,0,3,1,0,37.53458513,127.1369081
,2013098,2012,보행노인,서울특별시 강동구5,서울특별시 강동구 천호동(천호신사거리 부근),5,5,0,1,3,1,37.53835141,127.126946
,2013098,2012,보행노인,서울특별시 강동구6,서울특별시 강동구 둔촌동(세양청마루아파트 부근),5,5,0,2,3,0,37.53429313,127.1418421
,2013099,2012,자전거,서울특별시 종로구1,서울특별시 종로구 경운동(안국역 부근),4,4,0,0,3,1,37.57653312,126.9855436
,2013099,2012,자전거,서울특별시 종로구2,서울특별시 종로구 서린동(SK빌딩 부근),4,4,0,1,2,1,37.57027931,126.9810696
,2013099,2012,자전거,서울특별시 종로구3,서울특별시 종로구 숭인동(동묘앞역_일반국도6호선_진출 부근),5,5,0,2,2,1,37.57299394,127.0152428
,2013099,2012,자전거,서울특별시 중구1,서울특별시 중구 흥인동(다산교(남단) 부근),4,4,0,1,2,1,37.56971443,127.0154352
,2013099,2012,자전거,서울특별시 용산구1,서울특별시 용산구 한강로3가(용산대우드림월드3차_한강로_진 부근),5,5,0,3,2,0,37.52286839,126.9617903
,2013099,2012,자전거,서울특별시 성동구1,서울특별시 성동구 성수동2가(성수역 부근),4,4,0,3,1,0,37.54348728,127.0568582
,2013099,2012,자전거,서울특별시 성동구2,서울특별시 성동구 성수동1가(두산식품동부영업소 부근),4,5,0,3,2,0,37.54079459,127.0479293
,2013099,2012,자전거,서울특별시 성동구3,서울특별시 성동구 성수동1가(한양종합카쎈타 부근),5,5,0,2,3,0,37.53734838,127.0593651
,2013099,2012,자전거,서울특별시 성동구4,서울특별시 성동구 성수동2가(경동초교입구사거리 부근),6,6,0,3,3,0,37.54634781,127.0504419
,2013099,2012,자전거,서울특별시 광진구1,서울특별시 광진구 중곡동(일반국도3호선-일반국도3호선진 부근),4,4,0,3,1,0,37.55925373,127.0742923
,2013099,2012,자전거,서울특별시 광진구2,서울특별시 광진구 구의동(광진우체국 부근),4,5,0,3,1,1,37.53909345,127.0896696
,2013099,2012,자전거,서울특별시 광진구3,서울특별시 광진구 군자동(흰돌교회 부근),4,5,0,4,1,0,37.55380754,127.0704363
